CommentID,Comment,LikeCount
UgzrIq9FepMRHE7D5oN4AaABAg,"4/18/2024  I AM AGAINST ALL WAR!!!  THANK YOU FOR READING THIS AND DISCUSSING THIS COMMENT WITH YOUR FRIENDS.  THESE IDEAS COULD HELP SPEED UP THE END OF THE CURRENT GENOCIDE IN GAZA &amp; THE WEST BANK!!!  PLEASE WATCH AND DISCUSS THE BBC DOCUMENTARY &#39;THE USS LIBERTY 1967&#39; MADE IN 2002.  THE CIA &amp; NSA SAILORS KNEW THAT ISRAEL BOMBED EGYPT FIRST!!!FIRST!!!FIRST!!! NOT THE OTHER WAY AROUND, AS ISRAEL HAS CLAIMED FOR DECADES.  SIMILAR TO THE &#39;GULF OF TONKIN INCIDENT&#39; USED AS EXCUSE TO SEND THOUSANDS OF USA SOLDIERS TO AN EARLY DEATH, AGENT ORANGE, NAPALM, &#39;PROJECT POPEYE FLOODING&#39; IN VIETNAM AND KILL ABOUT 1 MILLION IN VIETNAM.  WHY SHOULD ASIA TRUST THE USA AFTER LOSING ABOUT 1 MILLION TO THE USA?  WHISTLEBLOWER LAWS HELPED OVERCOME PENTAGON ORDERS TO THE USS LIBERTY 1967 SURVIVORS, THEIR RELATIVES, THEIR FRIENDS, THAT &#39;KEEP QUIET OR ELSE 10 YEARS IN PRISON (LEAVENWORTH) AND $10,000 FINE, EVEN FOR MENTIONING THE TRUTH TO YOUR WIFE!!!  THE STILL BEAUTIFUL WIFE WAS GUARDED IN HER OWN HOUSE, OUTSIDE HER BEDROOM, STANDING IN THE HALLWAY, WATCHING HER EVERY MOVE, TO MAKE SURE SHE DID NOT DISCUSS THE TRUTH ABOUT WHAT HAPPENED TO HER MURDERED HUSBAND TO ANYONE, ESPECIALLY ANY NEWS MEDIA.  THIS IS ON AL JAZEERA, WHICH ISRAEL MILITARY IS ORDERED TO KILL ALL OF THEM AND ALL THEIR FAMILY MEMBERS IN GAZA (PROBABLY ANYWHERE ELSE NOW, WHICH IS WHY JUNE 8 SHOULD BE AN INTERNATIONAL HOLIDAY TO RESPECT THE WHISTLEBLOWER LAW AND PAGE ON WIKIPEDIA).  THEN WATCH ALL VIDEOS OF ALL USS LIBERTY 1967 SURVIVORS, ON MANY CHANNELS, INCLUDING &#39;PENINSULASENIORS&#39; (OLDER USA MILITARY VETERANS SO THAT CHANNEL HAS A BETTER CHANCE OF NOT BEING CENSORED HERE ON PBS) &amp; MANY THAT ARE PROBABLY CENSORED HERE. 1.  MAKE JUNE 8 AN INTERNATIONAL LEGAL HOLIDAY TO CELEBRATE, EDUCATE ALL ON THE IMPORTANCE OF STRONG ENFORCEMENT OF WHISTLEBLOWER LAW (BOEING WORKERS IGNORED OR FIRED, CURRENT EXAMPLE) ALL OVER THE WORLD 2.  MAKE INTERNATIONAL LAW OF WORKER PERSONAL BREAK FROM AT LEAST 2 P.M. TO 2:34 P.M. (NIGHT SHIFT WORKERS:  FROM 2 A.M. TO 2:34 A.M.) TO HONOR THE 34 CIA &amp; NSA SAILORS MURDERED BY ISRAEL ON JUNE 8, 1967, STARTING AT ABOUT 2 P.M. AND ENDING AT ABOUT 2:34 P.M. WHEN ONE OF THE (ABOUT 300 ON BOARD) GAVE THE MIDDLE FINGER (THIS PROBABLY HELPED END IT BECAUSE THE ISRAELI IN CHARGE OF THE HELICOPTER ORDERED THE SOLDIER TO COME BACK INSIDE &amp; THEY FLEW AWAY INSTEAD OF COMING ON BOARD TO FINISH &#39;KILL EVERYONE ON BOARD AND SINK THE SHIP!!!&#39; ORDERS FROM ISRAEL, LBJ &amp; MCNAMARA!!!) TO ONE OF THE ISRAEL SOLDIERS (THEY MADE EYE CONTACT WITH EACH OTHER &amp; THE ISRAELI RETURNED THE MIDDLE FINGER AND SMILED; THEY ALSO SMILED AT ABOUT NOON WITH THEIR PLANE, PAINTED WITH FLAG FLEW ABOVE EARLY, THE USS LIBERTY 1967 THOUGHT THEY HAD 100% TRUST OF ISRAEL UNTIL THE SUDDEN &#39;KILL EVERYONE ON BOARD AND SINK THE SHIP!!STARTED AT 2 P.M. ENDING ABOUT 2:34 P.M. WITH GUNFIRE AND NAPALM; LBJ &amp; MCNAMARA BACKED UP THIS ORDER 100% AND ORDERED SOS AIRPLANES TO ABANDON SOS, RETURN.  ABOUT TO JUMP OFF A HELICOPTER WITH A GUN TO &#39;KILL EVERYONE ON BOARD AND SINK THE SHIP!!!  LBJ HEARD SAYING &quot;..I DON&#39;T WANT TO EMBARRASS MY ALLIE&quot; (BECAUSE ISRAEL WAS PROBABLY PAYING LBJ TO WIN ELECTIONS AND SUPPORT HIS MISTRESS, MADELEINE DUNCAN BROWN (HEAR HER 4 HR. OUTDOOR TEXAS INTERVIEW, &quot;...THEY KILLED MY SON, HE SERVED IN VIETNAM...WHEN LBJ DIED, LBJ&#39;S LAWYERS STOLE MY MONEY FROM LBJ...&quot;  DESCRIBING LBJ COMING OUT OF ACHISON MANSION LIBRARY MEETING ROOM,  LBJ IN HER FACE &quot;...THEY (JFK STAFF) WON&#39;T HUMILIATE ME ANY MORE!!!&quot; 11/21/1963 PLANNING DETAILS OF KILLING JFK THE NEXT DAY, CLOSED DOOR MEETING OF THE RICHEST TEXAS ELITE AND HER CLOSE FRIEND, SHIRLEY, AN EXPENSIVE CALL GIRL, THEY BOTH ATTENDED MOST OF THESE MEETINGS FOR DECADES).  THE KING OF ENGLAND COULD FREE JULIAN ASSANGE IN ONE MINUTE!!!  HE DESERVES TO LIVE WITH HIS TWO YOUNG SONS (THE KING SHOULD KNOW HOW IMPORTANT THIS IS!!!) AND HIS WIFE STELLA.  AUSTRALIA WANTS HIM OUT, AS ONE OF THEIR OWN.  EVERY JOURNALIST IS AT RISK OF ENDING UP LIKE JULIAN ASSANGE WITHOUT THE ENFORCEMENT OF STRONG WHISTLEBLOWER LAWS.  THE KENNEDY FAMILY IS PROBABLY INFLUENCED BY COMPANIES LIKE RAYTHEON THAT PAY FOR THEIR LIBRARY STAFF, ETC.  RAYTHEON IS UNITED WITH TRUMP IN HIS NEW &#39;SPACE FORCE&#39;.  LEARN MORE AT &#39;THE DIMMING&#39; &amp; AT &#39;WOODROW WILSON CENTER&#39; TALK BY AUTHOR FLEMING ABOUT HIS BOOK &#39;FIXING THE SKY&#39;.  FLEMING IS ALSO AGAINST GEOENGINEERING AND WANT THE USA, ETC. TO COPY THE NETHERLANDS IN &#39;WORK WITH NATURE NOT AGAINST NATURE&#39;.  GEOENGINEERING IS WORKING AGAINST NATURE.  THE NETHERLANDS BUILD HIGH TECHNOLOGY HOUSE BOATS SO THAT FAMILIES WITH BABIES CAN LIVE SAFELY PUTTING THE BABY IN A CRIB BELOW THE WATER LINE.  THE NETHERLANDS ALSO BUILDS MANY BELOW GROUND SUNKEN &#39;BASKETBALL COURTS&#39; THAT FILL UP WITH WATER EVERY WINTER, THEN HAVE IT PUMPED OUT FOR NEARBY CROPS, TREES, OR FOR THE FIRE DEPARTMENT.  LEARN HOW TO BUILD YOUR OWN GEOTHERMAL &#39;GROW YOUR OWN DAILY SALAD&#39; AT &#39;KIRSTEN DIRKSEN&#39; IN ALLIANCE, NEBRASKA (RETIRED POSTAL WORKER TEACHING HIS FRIENDS (ABOUT 2 MILLION!) HOW TO DO IT WITH HIGH SCHOOL PHYSICS &amp; FRESNO, CALIFORNIA (ITALIAN OVER 100 YEARS AGO, TO ESCAPE THE DEADLY HEAT, GROW HIS OWN DAILY SALAD, UNDERGROUND, FEED HIS OWN FAMILY FOR DECADES).  SEE SUCCESSFUL &#39;GROW YOUR OWN DAILY SALAD&#39; IN ARCTIC NORWAY HOME INSIDE A DOME, COVERED WITH GRAPE VINES, FRUIT TREES INSIDE, HIGH TECHNOLOGY SYSTEM UNDER HOUSE, TO RECYCLE GREY WATER (SAME IN SANTA CRUZ, CALIFORNIA, TINY HOUSE AT &#39;TINY HOUSE EXPEDITION&#39;) TO FEED THE INSIDE DOME GRAPE VINES, FRUIT TREES THAT GROW SUPER FAST IN THE SPRING, SUMMER!!!  MOTHER OF 4 DOES INCREDIBLE YOGA MOVES; THIS SHOULD BECOME AN OLYMPIC SPORT BECAUSE IT CAN BE DONE INDOORS WITH NO MONEY.  ALL HUMANS SHOULD GET PAID $100 PER HOUR JUST FOR READING OUT LOUD ON YOU TUBE.  MILLIONS ARE DOING THIS ANYWAY FOR THEIR PARENTS; FOR SCHOOL; FOR THEIR JOB, THEY SHOULD GET PAID $100 PER HOUR JUST FOR READING OUT LOUD ON YOU TUBE BECAUSE A.I. IS MAKING 95% VULNERABLE TO VIOLENT DICTATORS WHO KNOW HOW TO GAIN THE TRUST OF UNEMPLOYED, HUNGRY, COLD, OR FRYING TO DEATH, COMPETING WITH CROWDS FROM OTHER NATIONS FOR FEWER AND FEWER PAID JOBS THAT DON&#39;T INVOLVE BACK BREAKING WORK OR HANDLING CANCER CAUSING CHEMICALS COMMON IN ALMOST EVERY CITY, EVERY TRAIN OR SHIP STOP...(USE THE $100 PER HOUR TO (OR BARTER WITH &#39;LAB GROWN DIAMONDS, BIRTH STONES, MAKING DOWERIES ILLEGAL AND NOT NECESSARY TO MARRY OFF DAUGHTER, DEADLY TRANSACTION FOR ABOUT 1 BILLION IN INDIA, HIGHLY EDUCATED WOMEN IN AUSTRALIA GET MURDERED AFTER LIFE LONG DOWERY PAYMENTS DISPUTED, WIFE&#39;S FAMILY GETS BEATEN IF THEY DON&#39;T MAKE CONSTANT PAYMENTS FOR LIFE) EVERY 8 BILLION FAMILIES COULD GROW THEIR OWN &#39;LAB GROWN DIAMONDS, BIRTHSTONES&#39; AND &#39;CULTURED MEAT, CULTURED DAIRY&#39; TO OVERCOME WATER SHORTAGES EVEN DURING DEADLY FLOOD SEASON, CURRENTLY IN SAUDI ARABIA....BARTER $100 PER HOUR JUST FOR READING OUT LOUD ON YOU TUBE, BARTER TO LOCAL STORES; RENT OR MORTGAGE; ALL BASIC NECESSITIES, TO HELP LOCAL ZIP CODE ECONOMY, INSTEAD OF IN DEBT TO BANKS.  $100 PER HOUR JUST FOR READING OUT LOUD ON YOU TUBE. THIS COULD QUICKLY END 99% OF CRIME THAT THE POLICE GET KILLED DAILY, TRYING TO REDUCE!!!  THIS CRIME HELPS GET THE EXTREMISTS IN POWER, HITLER GOT IN POWER LEGALLY USING THE ELECTION PROCESS, ELITE NOW ARE COPYING HIS TACTICS OF FEAR OF DAILY CRIME!!!  $100 PER HOUR JUST FOR READING OUT LOUD ON YOU TUBE NOT TO BE SPENT ON PROSTITUTION, STRIP CLUBS (SEE HOW THE FORTUNE 500 ELITE ARE ADDICTS AT MISNAMED FILM &#39;ENRON THE (NOT!!!) THE SMARTEST GUYS IN THE WORLD&#39; &amp; FERGUSON&#39;S FILM &#39;THE INSIDERS&#39;..., STRIP CLUBS, PROSTITUTION, GAMBLING, ALCOHOL (UNLESS FOR DENATURED ALCOHOL FOR COOKING STOVE AND MADE FOR VEHICLES, WHICH COULD HAVE PUT CHEVRON, ETC. OUT OF BUSINESS ABOUT 1979 IF 300 MILLION SAW DAVID BLUME (BIOLOGY DEGREE FROM SAN FRANCISCO STATE UNIVERSITY, GREW UP SAN FRANCISCO WITH HIS DAD GROWING THEIR OWN SALAD IN THEIR YARD, TEACHING HIS SON HOW TO DO IT).  SEE DAVID BLUME  DOCUMENTARY &amp; BOOK &#39;ALCOHOL IS A GAS!&#39; HE ALSO KNEW HOW TO USE PERMACULTURE TO SUCCESSFULLY FEED ABOUT 300 ON LITTLE MORE THAN AN ACRE IN CALIFORNIA.  BEST WISHES TO ALL 4/18/2024",1
UgzrccxspUQk-k7oJuZ4AaABAg,We should stop investing in AI. If we continue in this path people will just lose their jobs and won&#39;t be able to recovver or find another fullfiliing job. We should invest in AGI because AGI is better then AI. AGI will transform the world for the better; AI will just destroy it!!,0
UgywW7CQKWBZXHfccrt4AaABAg,So smart you become dumb someone just pull the plug,1
UgwPHOY1Y0wDyaXkc0x4AaABAg,Key word no reality,0
UgxKln-RnSaaoD2tjqx4AaABAg,It can all be unplugged,0
Ugzz2jF0qWP0z2wcFYN4AaABAg,"I&#39;m tired of the anti-Chinese propaganda parading as education. Whereas the human right abuses of the Chinese government are truly concerning, its worth pointing out that the Germans are also exploring means of monitoring their population with cameras and generating a social credit score. London is also one of the most surveilled cities on earth and use invasive tech to find who isn&#39;t paying their infamous TV tax. I could go on but I think you get my point. I raise these points not to condemn or commend any government but to highlight the irregularity of how we consider these things. Do better.",0
UgzZo_wTnpdGXsVnBVN4AaABAg,Ніхто не вкрадете під себе в мене,1
UgzhPi-_vSeZXYDWf4p4AaABAg,Наші досягнення це наше життя проти нас,1
Ugxo6FXCPaMc-3MWZtN4AaABAg,А проти нас ніхто не розлучить нас ніхто ніхто,1
Ugws-5K3GahcLAgBuhh4AaABAg,Я кохаю тільки свого принца Гамдана Аль Мактум,1
Ugz4nKjdqRyZu-jgAOh4AaABAg,Я вам казала що проти мене ніхто не буде красти під себе в,1
Ugwgp00R1Fdlciakhi14AaABAg,"<a href=""https://www.youtube.com/watch?v=5dZ_lvDgevk&amp;t=6159"">1:42:39</a> &quot;Nothing in China exists free and clear of the Party State, those companies can only exist and prosper at the severance of the party&quot; ... This Statement screams Double Standards, Most tech companies in the USA are doing worse than that. The US know they are doing dirty tricks with peoples data and they want compete control of all tech companies. Big Brother/Surveillance  state is working for China, low crime, people are disciplined and I cant say the same for USA...High crime, high drug abuse, pimps, prostitution  etc. lets be honest, China is doing better and their system is working for them. If people cant be self disciplined the state must step in....that makes everyone equal under the law.",0
UgxaE66TQm9H5SJPbIV4AaABAg,AI will rule the world,0
Ugxgn_oqcgmeod_6fZV4AaABAg,It seems like the CEO&#39;s job could be easily replaced by AI.,0
Ugx7AqppF_omxRcv6JF4AaABAg,The question that mammogram pictures of 100&#39;s of millions of women wouldn&#39;t be used to help diagnose a probable cancerous lesion wouldn&#39;t occur to most people. Most doctors are technicians. An Artificial Intelligence only could if it&#39;s level of programming included alternate methods of detecting  and diagnosing cancer.  Or if the aware A.I. was much smarter than the &quot;technicians&quot;.,0
UgxhvNKf2AigBwMC6Gd4AaABAg,"At <a href=""https://www.youtube.com/watch?v=5dZ_lvDgevk&amp;t=1504"">25:04</a>, the young and cocky Alex Rodriquez is talking abouit his Embark Technology company.  Well after 8 years and 3 months  as CEO right out of college, he has been out of work since August 2023 as his company ran out of money and taken over by Applied Intuition.  Bwahahahahahaahha bwahahahaha.",0
UgxoARCGyVTsF713SxV4AaABAg,"What started out as an interesting investigation into the Age of AI.. was unfortunately twisted to support propaganda rather than comprehensive investigative reporting -  and worse,  spoon feed propaganda regarding China. Added to this,Frontline should sift through their interviewees. . Nury Terkel and others who are systematically paid by the National endowment for Democracy (A known Front for the CIA)  to tour and give these Anti Chinese speeches  - At the very least their claims should be examined in detail as so  far no substantive evidence has been presented to the world court, - And as a remainder,the US government, and their Neocon advisors,  whose interests lie in supporting anti Chinese propaganda because they are in a global war to retain their hegemony and so invent half truths as part of this process is racist propaganda and fear mongering and for Frontline to  embrace this totally ruined the documentary IMHO.",0
UgzlTeanTmWoVQBHA4Z4AaABAg,"Depopulation, coming soon to an A.I. controlled future.  This will ruin everything for the average worker",0
Ugy0DokWx7fWpwKrCD14AaABAg,It seems to be in the hands of mathematicians to save the world. If you can imagine it you can do it.,0
Ugz9ukC1W3n1bQ3J9XV4AaABAg,"🎯 Key Takeaways for quick navigation:<br><br>🌍 The race to dominate A.I. technology has emerged as a new form of tech war, with the United States and China at the forefront, each developing their distinct tech sectors.<br>🛢️ Data&#39;s pivotal role in enhancing A.I. performance likened to oil, positioning China as a leader due to its vast data resources.<br>🎮 The ancient Chinese game of Go spotlighted as a milestone, where Google&#39;s AlphaGo defeating world champion Lee Sedol marked A.I.&#39;s potential to surpass human intelligence and creativity.<br>🧠 Introduction of deep learning in A.I., mimicking human neural networks, demonstrated publicly through AlphaGo, highlighting A.I.&#39;s ability to learn and innovate beyond human capabilities.<br>🏆 AlphaGo&#39;s victory over Lee Sedol underscored as a pivotal moment, awakening the global community to A.I.&#39;s advancements and its future commercial implications.<br>🚀 China&#39;s strategic response to AlphaGo&#39;s success, embarking on an aggressive A.I. development plan aiming to lead the world by 2030.<br>📈 Rapid evolution and implementation of A.I. in China, fueled by an abundance of data, leading to significant advancements and the creation of numerous A.I. &quot;unicorns.&quot;<br>🕵️‍♂️ Advancements in A.I. leading to innovative applications in China, such as autonomous vehicles and facial recognition, while raising concerns about privacy and the ethical use of A.I.<br>🧊 The concept of deep learning involves machines acquiring knowledge from data and examples, similar to how children learn by interacting with the world.<br>🕹️ DeepMind&#39;s A.I. program demonstrated its learning capability by mastering the Atari game Breakout, eventually outperforming human players and discovering creative strategies.<br>💡 Amy Webb suggests A.I. could lead to innovative solutions for challenges like climate change and incurable diseases by enhancing human creativity.<br>🏥 A.I. technologies are advancing medical diagnoses, exemplified by Massachusetts General Hospital&#39;s use of deep learning to predict breast cancer earlier than traditional methods.<br>🚚 The advancement of autonomous trucks highlights A.I.&#39;s potential to revolutionize industries but also raises concerns about job displacement and economic impacts on workers.<br>🤖 A.I.&#39;s influence is likened to the impact of the Industrial Revolution, signifying a major shift in overcoming the limitations of human minds.<br>📈 Kai-Fu Lee acknowledges A.I.&#39;s potential to disrupt both blue-collar and white-collar jobs, highlighting the need for societal preparation and adaptation.<br>🚨 Despite optimism in the tech community, there&#39;s growing concern about A.I.&#39;s broader implications on employment, with debates on how to mitigate negative effects on the workforce.<br>🚨 Uighurs in Xinjiang face extreme surveillance and repression, with technologies that monitor and control every aspect of their lives, serving as a model for other authoritarian regimes.<br>🌍 China&#39;s Belt and Road Initiative aims to extend its technological and political influence worldwide, offering infrastructure and surveillance technology to developing nations.<br>📡 Huawei&#39;s leadership in 5G technology and the international concern over its ties to the Chinese government highlight global tensions over technology and security.<br>🌐 The potential split between a Chinese and an American tech sector suggests a future where countries must align with one or the other, reminiscent of Cold War alignments.<br>🛤️ The Belt and Road Initiative&#39;s infrastructure projects around the world serve as a vehicle for spreading Chinese technology and increasing political leverage.<br>🕵️‍♂️ The use of Chinese surveillance technology in various countries indicates a growing global footprint of China&#39;s approach to governance and control.<br>🎭 Amidst rising power, China&#39;s tech giants are racing to develop their own technologies in response to American restrictions, underscoring the decoupling of U.S. and Chinese tech sectors.<br>🤖 The documentary concludes with reflections on the dual potential of AI for societal good and authoritarian control, emphasizing the need for careful strategy and global cooperation to harness AI&#39;s power responsibly.<br><br>Made with HARPA AI",1
Ugxn2N6rkV432LLHkyl4AaABAg,"If machines make products for human consumption yet they sideline the customer then who benefits from them? Factories may cut costs but who will buy their things if we are all unemployed<br><br>As for surveillance...the china-led camera installations are already here in my third world neck of the woods ( uganda), i guess we are in this net, no one will survive the trend",1
UgxYKJyNnG2NKf105MZ4AaABAg,If machines make products for human consumption yet they sideline the customer then who benefits from them? Factories may cut costs but who will buy their things if we are all unemployed,1
UgzcwtLWjhgFZn7ybeJ4AaABAg,&quot;Robots don&#39;t pay taxes&quot; well said!,2
UgxAoMC0p7A77rFW5-14AaABAg,It is dangerous to the whole world that AI can be out-developed in China.,0
UgzJAxDnkUcwxRyT_7Z4AaABAg,"Ви скоти думали,  що вкрали все,  а я маю дохід від гадів в інтернеті,",1
Ugwio3UUFHqRrsrbOOZ4AaABAg,І ніхто не вкрадете мою сторінку обговорення користувача,1
Ugz-uUt-rYTXQ7spex54AaABAg,Моя сторінка це моя особиста сторінка,1
Ugw6ACMZluCijbwHSat4AaABAg,По пятте<br><br>Питання про створення в Україні в тройному тарифі зрозуміло всім гадам в інтернеті,0
Ugyqcp6R5zTi_FsEBMV4AaABAg,По четвертий студійний альбом гурту під назвою Нова версія програми для роботи проти нас в інтернеті,1
Ugy7tXHPGmtKnrFs4kR4AaABAg,По третє ніхто ніхто ніяка скотина не буде красти під себе в мене і в нас з коханим Гамданом Аль Мактум ніхто ніхто,0
Ugw1MP5EtTjCP8OChGd4AaABAg,"Ви не будете красти під себе в мене, це по-перше   по друге ви не знали як я працюю проти гадів в інтернеті",1
UgwWAiohfpS4uMR3xEd4AaABAg,В мене є захист і дохід від вас гадів в інтернеті і є контракт на багато років,1
Ugxz7IHjfPoNlIoJmql4AaABAg,Крадунам кінець світу в інтернеті,1
UgzAr7rZ6BeJq02u3zd4AaABAg,Запамятайте скоти ви мені нічого не зробите проти нас з коханим Гамданом Аль Мактум ніхто не буде красти під себе в мене,1
Ugyg27AxK69nt0XDEDJ4AaABAg,Я знаю Америка теж проти гадів в інтернеті,1
Ugx0-_M8-wh1qbqCo0J4AaABAg,"І це не тільки в Україні,  це по всьому світу в інтернеті",1
Ugy4Q2NB-q34nCBFd5J4AaABAg,"Тобі підсказують,  людина яка працювала в інтернеті проти гадів в інтернеті і проти гадів в Україні",0
UgzwqH72yV84htWwXJt4AaABAg,"Або тобі коханий мій Гамдан Аль Мактум,  доводили неправдиві інформацію про нас",1
UgxnEy1E6ArAhvoGazB4AaABAg,"Це було давно створення,  ніхто не знав..знав коханий мій Гамдан Аль Мактум",1
Ugx7OQrqbN_XD6nX-fJ4AaABAg,"А це правда коханий,  ти не знав про мене",1
Ugwxz7Jx6HlEKg6JbCF4AaABAg,"А гугл , зв&#39;язаний з коханим Гамданом Аль Мактум,  ви не знали??",1
UgzR271EP8kTtl9RYyp4AaABAg,"Гугл,  будете працювати на нас з коханим Гамданом Аль Мактум",1
UgxsZHisqWbvEjEJ0Ud4AaABAg,Я зараз працюю проти гадів в інтернеті і в Україні,1
UgwYorvaZxEa0RbCT-R4AaABAg,"Знай коханий мій Гамдан Аль Мактум,  ніхто не вкрадете під себе в мене в інтернеті",1
UgwEzhyjrBFsXip3vSV4AaABAg,"А це правда коханий мій Гамдан Аль Мактум,  щоб ти знав коханий все,  в нас зараз все по іншому",1
Ugz5gHdBd7LLmnk0aMJ4AaABAg,Скоти вкрали все під себе в мене,1
UgwqXT003R2NVGvoy4R4AaABAg,Як що захотіли,1
UgykN9kXJeNrkFnLUEx4AaABAg,"А китай, має доступ до інформації про нас з коханим Гамданом Аль Мактум",1
UgzSTabz8y-tDaulcaZ4AaABAg,Китаї теж будуть за нас,1
UgwSLs8mK7gErnP8vHF4AaABAg,Є розумніші люди від мене особисто Дякую коханий знай я завжди чекаю на тебе коханий мій Гамдан мій цьомчик мій голос мій Гамдан аль Мактум мій любий,1
UgwhC3Y9E-fUdF9u_0R4AaABAg,Для мене немає проблем,1
UgzgFKNgi3iiaQ4uEzp4AaABAg,"Як перевірка інформацію,",1
UgyNvUctyqI_6r7Ss254AaABAg,"Щоб ви знали всі,  реклама це я",1
UgxerywwKEeRpruyl-d4AaABAg,"А будете красти під себе в мене,  а будете платити мені за все за правду за наклеп в тройному тарифі зрозуміло всім гадам в інтернеті",1
UgxnZ1Bgw0cjYqq7W4l4AaABAg,Тепер ніхто ніхто ніяка скотина не вкрадете під себе в мене,1
Ugw_BQBRQ_tx8zi0Er94AaABAg,"Регіна , зрозуміло всім гадам в інтернеті і проти всіх гадів в інтернеті проти нас ніхто не розлучить нас ніхто ніхто",1
Ugzk0PW4gfWc4zgh_W14AaABAg,"Все буде добре  , в нас такий захист що вам і не снилось",1
UgyoDZqB4QY2PfwYElF4AaABAg,"А в нас тривога,  вибач мене коханий",1
UgytJjW-g0SxYX8uH4p4AaABAg,"І вам не раз казала вір мені коханий Гамдан Аль Мактум, а не гадам в інтернеті..",1
Ugw8oeQ5SGqH6DJn8xx4AaABAg,А всі інші це просто зробити все проти нас з коханим Гамданом Аль Мактум,1
UgyAB7zerZz_M6mfwlJ4AaABAg,"В мене було багато проектів,  тільки розумні люди знали",0
UgxRB_K6MhJU90t-eu14AaABAg,",Я вивчав вас скоти  ,а тепер будете знати все це безкоштовно програми для роботи проти мене в інтернеті",1
Ugw7CvYnUm6ELP5wtvx4AaABAg,"Ви скоти не знали мене, що я можу зробити все проти гадів в інтернеті і проти нас ніхто не розлучить нас ніхто ніхто. А тепер повернете все мені особисто в тройному тарифі зрозуміло всім гадам в інтернеті?",1
UgyThzFLEJ6FG_EKuON4AaABAg,"А ще вам хочу сказати,  я працювала в банку України в Кредобанк. Поки мене не скоротити  , а тепер повернете все мені особисто що награбали під себе в мене..",1
UgyDA0ox-IOAYXKqkH54AaABAg,І тоді буде справедливість для всіх людей світу в інтернеті,0
UgyJigNbTGalZoldJ6F4AaABAg,За вами слідкувати камери..,1
UgyWmKYqyAdBY_ds-3Z4AaABAg,А доречі фото в любій країні світу є захист запамятайте назавжди залишиться в інтернеті,1
Ugy_h5iXEpJdYoYYp5V4AaABAg,"Але не дуже вихваляння..тому що,  я можу зробити навпаки..",1
Ugz7e6N7E7ty-6EzNOR4AaABAg,"Зараз немає проблем перевірити інформацію..Зараз такі технології що вам , очі повилазять на лобі",1
UgwC9_gdOo2975aAlPd4AaABAg,Це був мій проект..але вкрали москалі,1
UgwOhplOWT7Clkq9x514AaABAg,",,,,,Так я виставляла багато чого в інтернеті..і шахи і гру проти нас в інтернеті.Я вас казала..шах і мат. <br>Це цікава гра   , на логіку.",1
Ugz7DRyAvPCjt11eMwV4AaABAg,Я вам казала не раз?? Що  ви робите проти нас?,1
UgxolGQCHSk-6HNcD914AaABAg,"Я  працюючи для всіх країн світу,  робила все для вас і реклама моя сторінка давно створена для нас з коханим Гамданом Аль Мактум.",0
