CommentID,Comment,LikeCount
UgzhiTUvxcJzg11jKiF4AaABAg,"Too short, need an alphafold documentary like alphago",1
Ugx9wTf-o0IUinxW74R4AaABAg,So as soon as someone makes a better algorithm it’s now Worldwide quarantine,0
UgwFRc27GsTXUI4sdo54AaABAg,Arrogant pricks.,0
UgwWpK1Ui0Jcvx53eyh4AaABAg,You&#39;re doing exceptional work!,1
Ugwyk_Vn4zylDGpSBQR4AaABAg,"I know it is a long shot, but how exactly does the prediction of &quot;2D shapes to 3D model&quot; help in discovering a cure for various diseases?",0
UgylUoJF6VcGs36WSkl4AaABAg,"Beyond my intellect,  however i think we can all agree we are balancing in a sharper razor than we were a year ago. This is so dangerous 😳.  Please dont think ahhh people been saying that since the invention of the wheel.",0
UgzcFfOAazXzEWr0fMt4AaABAg,more like protein folding solved! amirite,0
UgxQXQUmj2JcVCg0NJt4AaABAg,So the shape defines it&#39;s function. Mapping out the shapes would be the code to program life.,0
UgyLbsUxcn9jo3-SeXd4AaABAg,Sci-Fi,0
UgxFHEsO0JMF8FOH63t4AaABAg,You can also kill humans with proteins without leaving evidences... Double edge sword. Responsability in this matter is crusial.,0
UgwhP8b7izog0h2LAIR4AaABAg,"greatest, beautiful video this year",1
Ugxx2lbC2hFmmGTHH_F4AaABAg,It&#39;d be amazing if the guys of Kurtzgezat - In a nutshell could do a joint video with you guys,10
UgyySrn7ZnIugsKnAPl4AaABAg,"There is always a double side to this. Yes you can find dieseases and cures and all that, but the opposite is also true. You can create super diseases as well. And there is always people looking to weaponize things.",1
Ugxw0hwqbSUVUxk6Sjd4AaABAg,"this life is temporary and the very good news is that we have salvation by believing in Jesuchrist<br>read Romans 10: 9 and 10 believe by faith in your heart and call on his name only he saves<br>read st john 14 : 6 and st jhon <a href=""https://www.youtube.com/watch?v=KpedmJdrTpY&amp;t=196"">3:16</a>",0
Ugz7amKRUxQWYpKaLn54AaABAg,As always as Deep mind be the game changer,2
UgxbOI6DE4go4ss4VTB4AaABAg,There can be endless possibilities of SciFi disaster films originate from this little clip!,3
Ugw9pQMQ-DVeiWjWoVh4AaABAg,The cells in the body are beyond amazing,0
Ugx2469qdi_z1g4fJX94AaABAg,"This along with CRISPR, the future looks very promising. So long as the pharmaceutical and insurance conglomerates don&#39;t hoard all the perks of it to themselves.",25
UgxBzfEEx5PjmacqbxV4AaABAg,Go and f yourselves you damn globalists!!,0
UgyWfOZ53-XfDNDggDV4AaABAg,"Machines this, machines that,...we need a better vocabulary to express ourselves",0
Ugz8DxUlyZx1A9Pumlt4AaABAg,Vegans trying to suppress protein science.,0
Ugzqqb19BdVaRsVzyu94AaABAg,"Thank you for good work, now onward! first to sleep!",0
Ugy7UFs67XAnhDlPH7F4AaABAg,impressive !,2
Ugw6lnG5oUnENqUDzm94AaABAg,"In 10-15 years, this kind of discoveries will be very frequent, with the help of nuclear fusion and A.I , we will become gods in the next 50-100 years",0
Ugy60ABtD43qMB75bON4AaABAg,"this should be Breaking News but nooo, the dead of some football player is all we talk about",1
UgxtE876MDorogNcGqV4AaABAg,I wonder what kind of potential this holds for CRISPR? Can we translate these models to solve for it?,0
UgyowO1KThZ1SOy2kGp4AaABAg,"deepmind guys are from future, just having fun in past ;)",6
UgyVlP50SiJxkrfTDy54AaABAg,Nobel worthy.,1
UgxLoADTT8WelHdrxS54AaABAg,"Brilliant, love the science and the quest for answers. The applications where this knowledge could revolutionise fields from medicine, agriculture, culinary or construction. This seems to be a key step in understanding and manipulating the biggest factor governing biological organisms. The fear in the back of my mind is what a greedy short sighted business could do with this power in the worst case scenario. Off the top of my head, engineer a super human followed closely by engineer a super virus. I&#39;m not sure which would be worse nor what we could do to prevent it from happening, I&#39;m just a guy sitting at home with concerns. If anyone feels like helping a random guy out by telling him these fears won&#39;t be realised in his or his children&#39;s lifetime I&#39;ll be very grateful.",2
UgyNr1eIQiz5SeNFy8x4AaABAg,Who did this video? It looks great,1
UgxRqx7YY_pAwXn-tDR4AaABAg,☼ always big on the claims and light on the explanation. thieving millions.,1
UgyCSt4Ma2MxgHGZk2d4AaABAg,"Deepmind is ahead of others because they have google funding. They aren&#39;t &#39;better&#39;, they just have more data and money...which comes from a corrupt and immoral tech giant.",1
UgzZsb7grw64vnpxgcN4AaABAg,P = NP huh,0
UgxgMZnuxSeOUY0yjWJ4AaABAg,21 not 20 amino acids,0
UgzxWqE-J3M3OA786hZ4AaABAg,"We&#39;re in the future, boys.",77
UgwERJQQluihePR2Mix4AaABAg,Now please try to reduce the neural net to some mathematic formulation (Compression ?),0
UgzfCRFLAplVzLeGkz54AaABAg,Thanks for your hard work Team DeepMind.,6
UgxPe2BBLX6bXQSnYnF4AaABAg,"Please allocate some funds for a proper multi-series explanation, 1 minute seriously?",0
Ugwdh-3A4C-dNe78eed4AaABAg,Let&#39;s gooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo!!!!!! Partner up and get going! :D,0
UgyB646pCSQ7R2iNO814AaABAg,this will eventually be turned into something evil.  everything invited or discovered is used in an evil way.,0
UgxkudVQ0pfAvV2fPvR4AaABAg,These guys just set an example how collaborative human minds can reach to a groundbreaking extent...,22
UgybFDzYn0ua4VyMz9F4AaABAg,"Trained on ~100 000 proteins. Seems an impressively small sample to provide such a breakthrough. Would be interested to know about any up-sampling, validation etc.",4
UgyojXfr_LWStVPxyEZ4AaABAg,That last part gave me goosebumps,0
UgyHOaKFJk-aHr-cVjt4AaABAg,So you are saying protein powders in the future will actually make me grow muscle?,5
UgyVy_dtJ0fNdTCK50J4AaABAg,Just imagine how powerful would that computer be? But... can it run crysis?,0
UgxjVZa6G0jhBpmnB7t4AaABAg,Who else Youtubed this after Lex Friedman&#39;s insta post?,0
UgwiGQst0DZeI7i2AXV4AaABAg,Meanwhile everyone else has no use for AI except for driving up sales and user engagements on their website.,0
UgzRnLY48d0mcqz-2id4AaABAg,"DeepMind, and OpenAI are two of my favourite companies! ❤️ I like Boston Dynamics too. But I&#39;m a bit sceptical about them for their military-grade robots. 🤔",5
UgzTei26OaaR6sbaMSN4AaABAg,What university field/majors teach this? Is this bioinformatics?,0
Ugxb7WASFCEESrfc0hB4AaABAg,Atomic energy Nuclear power all safe clean efficient and will make the world a better place for everyone. Fukushima  disaster Three mile island Chernobyl the bombs dropped on Japan and lots of superfund sites storing tons of radio active material. Science continues to try to create a better way and in the end  always ends in DISASTER.,0
Ugxuri50ylvPjkZvDa54AaABAg,WHEN IT BECOMES A SOFTWARE PROBLEM IT FOLLOWS AN EXPONENTIAL CURVE. BEEN SAYING THIS FOR YEARS JUST MAKE BIOLOGY A SOFTWARE PROBLEM AND ITS GG.,1
UgxpCYzJemjWy8NrFxt4AaABAg,"<a href=""https://www.youtube.com/watch?v=KpedmJdrTpY&amp;t=93"">1:33</a> &quot;there&#39;s lot more work to be done&quot;<br>HA HA HA 🤣",2
UgyO64_ePJI9hPb00L94AaABAg,What an achievement DeepMind’s AlphaFold Team ! Kudos 🙌🏻,7
UgxIZJ_RSlEeNhjNynN4AaABAg,"Guys, I&#39;m a layperson even though pretty curious,  how much is it easy for scientists to read a sequence of amino acids of any protein?  I mean the step number 1 before you can get started with the structure prediction?  Is this task relatively easy nowadays?",0
Ugx388yoknO4EXnbBd54AaABAg,Congratulations to humanity and thanks to DeepMind! ❤️,6
UgzzGwkzGaMNFnEpf1p4AaABAg,cool,0
UgzClOu3vFilLQCaUIB4AaABAg,"Respect to DeepMind. Was amazed with AlphaGo, then their AlphaZero, now this. A team of clever and passionate people, certainly",17
UgzaynO40lgVRJzxILF4AaABAg,"<a href=""https://www.youtube.com/watch?v=KpedmJdrTpY&amp;t=80"">1:20</a> Unrealistic! But a typical PR promise of our capitalistic time.<br>With enough money you can do lot&#39;s of gerat things, predict proteins or land on moon.<br>The V2 rocket was also a great achievment, but this innovation came too late for it&#39;s inventors.<br>To much hope and belief in technology. Humans overestimate their possibilities.<br>I fear, we have already passed the &quot;point of no return&quot; to climate holocaust. We will never have the technology to avoid this.<br>Reducing plasticwaste in the oceans, is bullshit statement. Let&#39;s be honest. No AI, Quantumcomputing or something else, will save us.<br>If WorldClimate fails, it&#39;s way too big to handle: Epidemics, Droughts, ... --&gt; In 2050, we all are doomed.",0
UgxTIdjMr_LBbH42mDZ4AaABAg,Exciting stuff! :D,4
UgxBYhJ-g1qTeJRnwTx4AaABAg,"Yes guys, keep going!!!",1
UgxfLJXSE3oIHhBNdN14AaABAg,"Interesting , but WAY too short, I need a 1h+ lecture/podcast that go into more details please.",341
Ugy1FRKaKh6_thhtThp4AaABAg,Meanwhile everyone else has no use for AI except for driving up sales and user engagements on their website.,13
UgwG-3BxR4UT6qlXLkd4AaABAg,narrator&#39;s shitty accent and lisp prevents understanding what she is saying. Same with horrible music. Cut out the damn music. Learn to enunciate,0
Ugzdmz9o4jeO6N57iaZ4AaABAg,This means in the future vaccines for Rona-type diseases can be identified quickly !!,22
Ugz1H51gBxSfSYifFtx4AaABAg,Amazing!,1
UgypvXDTwh4zjhGY9yB4AaABAg,The early days of Sony’s PlayStation 3 had  what was called Folding@Home. Users could participate in the program and also see a world map to know who else was “folding”. Pretty cool stuff.,6
UgwuppWvFAN_TjPd2Ep4AaABAg,THESE GUYS ARE CRAZY.<br>deepmind  is just insanely ahead than others.,147
Ugymmi8whzsSvZ7DE9Z4AaABAg,deepmind be trying reaaal hard to contribute to all of humanity. kinda sus tbh,0
Ugyi0cDz3NbxOlmuxaZ4AaABAg,Beautiful animation 😯,1
UgwfEKMuZrF5R2zjPrl4AaABAg,So living organisms are basically PROTEIN SHAKES??,64
Ugz9C6N6Ns7L8ARIPlN4AaABAg,"Yeah, but DeepMind didn&#39;t quite master Starcraft II. They need to get their priorities in order!",79
Ugw8nuDcQOz-v3nzmpp4AaABAg,"​The &quot;plastic refuse&quot; that causes marine pollution cannot be easily removed.<br>​This is because they are separated into fine particles as microplastics.<br><br>​To solve this problem, &quot;Enzyme&quot; that can decompose plastics naturally must be artificially synthesized and then sprayed into the sea.",0
UgwCrlCTqNk_G6i19f94AaABAg,"Well, how good is it compared to the competition, you never gave us a statistic....",1
UgyeVY1zrWGUtWZYmDV4AaABAg,The Zombies Are Coming<br>[¬º-°]¬ ~ᕕ(ﾟДﾟ)ᕗ,0
UgxIm5uBFmkBSGzE5nh4AaABAg,와 떴다,1
UgwwM2pBdNFjytOEagd4AaABAg,the magic is here?,0
Ugzg3nPz3648lmJlhy94AaABAg,Kudos! Outstanding work!,2
Ugwc8rXQ_i7dD1SBNKB4AaABAg,If you tell it the tertiary or quaternary structure  you want could it tell you the primary structure?,1
UgyB-S6OzgpgtPdgKuF4AaABAg,Wow. I&#39;m curious as to how they got here. Really cool to see how A.I. is playing a huge role in social good.,5
Ugz9A8I2vXtxzdvziVJ4AaABAg,"Внутри каждой клетки вашего тела трудятся миллиарды миниатюрных механизмов. Они переносят кислород в крови, позволяют глазам видеть свет и помогают двигаться вашим мышцам. Эти механизмы называются «белки», и они принимают участие в каждом биологическом процессе во всех живых организмах. Каждый белок имеет определенную трехмерную структуру, которая определяет, что он делает и как он работает. На сегодняшний день нам известно более 200 миллионов белков, и их количество постоянно растет. Однако мы знаем точную трехмерную структуру лишь малой части этого многообразия белков.<br><br>Если белок распрямить, он станет похож на нить, на которую нанизаны бусинки-аминокислоты, всего 20 видов. Взаимодействия между этими аминокислотами заставляют белок сворачиваться и принимать конкретную форму из бесконечного многообразия возможностей. В течение десятилетий, сообщество ученых работает над определением формы белка по последовательности его аминокислот. Это важная задача современной биологии. Мы создали систему искусственного интеллекта AlphaFold, чтобы помочь решить эту задачу. Мы обучили систему на 100 тысячах белков с известной трехмерной структурой. Теперь система может точно предсказать форму белка по последовательности аминокислот.<br><br>Предсказания AlphaFold поспособствуют прогрессу в самых разных областях. В будущем мы сможем более быстро понимать механизмы новых заболеваний и разрабатывать лекарства для борьбы с ними. Мы сможем использовать энзимы для переработки пластиковых отходов, и даже фиксировать углекислый газ из атмосферы. Все это с помощью белков. Предстоит еще много работы, но распознание формы белков по последовательности аминокислот поможет ученым лучше понимать природу и живую материю.",2
UgwkldwIMCi30TTJhkZ4AaABAg,"All of us here can say we lived in the world of the Pre-AI Era! Unfortunately, only our far future generations will be taking advantage of all this. Cures for all diseases,  solution to global warming, increase life span, etc.",0
UgwE9kwWwTZLy9PTJNx4AaABAg,"Once the shape is predicted by the AI, is it possible to verify it using less work than it would take to compute it traditionally?",6
UgzjJdwgogBGKrsgz614AaABAg,Does this help the fight to cure cancer then?,1
UgzsvZqzEve0yiCqHbl4AaABAg,Very exciting. Looking forward to the day Deep Mind earns their first Nobel prize.,208
UgyfmZ_17PC6_RAXbpB4AaABAg,A great achievement!! Look forward to seeing AlphaFold in action,19
UgxuEiuVGjfJlFZnIlp4AaABAg,that 10 fps,0
UgyyizUZzYzvUZVnxb54AaABAg,great work guys!! and girls,0
UgxJq-uol3lhcobFG-x4AaABAg,Wow!,0
UgyqVMMsZ8jOLx9uooF4AaABAg,What if we simulate protein using Quantum simulation techniques?,0
UgyR_qLRbH8puJXVnUJ4AaABAg,It is Deepmind&#39;s responsibility to make sure that their technology is not used to develop more powerful or less detectable narcotics.,0
UgxbyiMZ2TJax2FE02l4AaABAg,This is a big task maybe one of the biggest.<br>This has more possible variations then the forecasted number of molecules in the universe.,0
UgwDv3TcFpsnYyYjhLV4AaABAg,How much % of world power is from folding@home,2
Ugxgwo4di430-dTjSpR4AaABAg,"15 Times Humans Rescued Animals, And Got Thanked In The Cutest Way<br><br><a href=""https://www.youtube.com/watch?v=KZhcI9fJLls"">https://youtu.be/KZhcI9fJLls</a>",0
UgyVHAQ3lBxIEsWHm6l4AaABAg,I can totally imagine this playing in a sci-fi movie,1
Ugw8mpglrROaOGkuIhp4AaABAg,I am excited. Looks like a nice progress,5
UgybWwDkeK8DDfZAQyx4AaABAg,"This is amazing! Thanks Google. Life comes from movment, the movment of our proteins after an interaction with different signals",5
UgyWITRmwhukaDPqshh4AaABAg,👏👏👏👏👏👏👏,1
Ugwl3wvnwL2N_s2AuWN4AaABAg,Fifth one here.,0
Ugz3R3LRMggqutDQ4MV4AaABAg,why doesn&#39;t adblock work on this one?,0
UgwZtodHDK8D8i9Mc3h4AaABAg,I am fifth ☺️,0
UgynQ01L1mPS7GdpMUZ4AaABAg,wicked innit?,7
UgwTM1RO3Ute6L8WHmR4AaABAg,Does this help towards development of genetically modified catgirls?,144
Ugw3fR2uXz0CYVlcV494AaABAg,i am fourth,0
UgyJBZz2pfh1M3yQ7AJ4AaABAg,I am third,0
Ugzt9GYUhakSgXqV2z94AaABAg,Am I second,1
UgyzWqs04Cr0CSQC-Ah4AaABAg,Am I first???,1
